,S1a,S1b,S2a,S2b,S3a,S3b,time
82,8.047062,8.221978,4.870246,3.7119255,4.8116655,2.257019,12.299999999999999
83,8.826317,6.545377,5.209462,5.43312,3.3026757,3.332132,12.45
84,8.482047,7.9219384,5.493953,3.2868097,2.9729083,2.6727862,12.6
85,9.047913,6.9273763,5.3692317,3.5992744,3.7645721,2.8490229,12.75
86,7.881219,7.8208504,5.245686,3.8154016,3.5448468,3.4490216,12.9
87,8.1956215,8.133951,5.661832,3.9460266,3.3891094,3.6694617,13.049999999999999
88,7.434695,7.8216176,5.88228,3.5605526,3.3416283,3.0069697,13.2
89,7.7976418,7.665063,4.1972094,4.1767697,5.1751623,3.182956,13.35
90,7.0854607,7.9149494,4.591169,4.1847687,4.1234846,3.180435,13.5
91,8.713749,8.013736,5.811759,3.952018,4.640916,3.5019543,13.65
92,7.745307,7.745438,4.3854623,4.546576,4.035167,3.426372,13.799999999999999
93,9.392532,7.1092467,5.1781507,3.9385295,3.5778384,3.3964965,13.95
94,8.510725,7.829632,4.7188387,5.5539246,4.5395517,2.817183,14.1
95,7.7863874,7.652474,5.2299685,3.8400626,4.4334593,3.4397223,14.25
96,7.9116325,7.364981,5.093003,4.244122,5.0854154,2.8293645,14.399999999999999
97,7.8402653,7.5781627,3.888718,3.9146476,3.2887197,2.8968608,14.549999999999999
98,9.319308,7.222023,5.0682297,4.0064964,4.4777403,3.4484718,14.7
99,9.4893265,7.717402,4.1447906,3.7194176,3.4793305,3.3756113,14.85
100,9.301483,6.853775,5.825876,4.566621,3.3907952,2.516355,15.0
101,8.208572,6.5483975,5.186355,4.938301,4.111894,2.9527583,15.149999999999999
102,8.844424,7.3033357,5.3101053,4.4807873,3.1188307,3.6020346,15.299999999999999
103,7.894352,7.500661,5.268088,4.2531915,3.8618975,3.2308962,15.45
104,8.728607,6.8806124,5.0943522,3.944673,3.605812,2.7703352,15.6
105,9.315428,6.808588,4.9880414,3.8982453,3.471861,2.7728076,15.75
106,7.7807193,8.107074,5.3736806,3.9261687,3.354219,2.8046107,15.899999999999999
107,8.866383,8.118375,6.2996674,3.8832762,3.527807,2.6860309,16.05
108,8.654883,7.6160374,5.2579885,4.2859592,3.7318454,3.5052166,16.2
109,9.001278,6.973395,5.3686852,4.332123,4.041395,3.930774,16.349999999999998
110,8.228887,8.611216,4.836667,4.153275,3.7400022,2.637032,16.5
111,8.466395,7.5685544,4.875883,4.004475,4.086915,2.6911173,16.65
112,9.068214,8.259453,5.4969416,3.688494,4.0572095,3.200902,16.8
113,8.515608,7.0723457,4.5803685,3.9455462,3.4576037,3.4934125,16.95
114,9.351418,7.9523234,4.9800615,4.3664436,4.1767693,2.961059,17.099999999999998
115,7.9825172,7.007064,5.4609404,4.6717067,3.4326668,4.013818,17.25
116,7.4745703,7.5754075,5.136647,3.7152836,3.3943167,3.0386975,17.4
117,8.101844,7.676601,5.9137397,4.614846,3.662631,3.529224,17.55
118,8.835704,6.7323046,5.443087,4.1959934,3.0503106,2.9811316,17.7
119,8.541866,6.772566,5.396037,3.6402292,3.6675537,3.0823052,17.849999999999998
120,7.4095798,7.7088017,4.2470493,4.6137376,4.85081,3.0323334,18.0
121,8.778829,7.1177893,4.557944,4.2114043,3.8202765,2.7672253,18.15
122,7.7191343,7.3284874,4.3202615,4.6831927,3.0964234,3.4248266,18.3
123,7.524317,7.667765,5.4591775,3.99029,2.4842963,2.8836765,18.45
124,8.862029,8.093272,5.50672,4.0318384,3.955929,3.2141101,18.599999999999998
125,8.55861,7.3210244,5.2864194,3.9824758,3.254468,2.9570363,18.75
126,7.955002,6.8064837,4.349067,4.304691,4.6755524,2.9476228,18.9
127,8.140007,7.08781,5.084836,3.8853862,4.4077845,2.8694603,19.05
128,8.149769,6.88955,5.2632356,3.7683725,5.2946625,2.472735,19.2
129,8.204686,7.0116735,5.630875,3.865119,4.6166105,3.7981334,19.349999999999998
130,7.356141,6.9840546,5.34539,4.444887,4.14731,2.4429903,19.5
131,7.761287,7.6331205,6.0958233,4.364443,5.6600857,2.5337312,19.65
132,8.739922,7.431939,5.258947,4.2402434,3.6964478,3.4728436,19.8
133,8.771047,6.50537,5.5795727,3.747225,4.1977267,3.411149,19.95
134,7.660392,7.2680116,5.370496,3.8125157,4.0306034,2.0845237,20.099999999999998
135,7.857359,7.2507563,5.133929,4.354821,4.334894,2.940098,20.25
136,7.751391,7.083487,5.504633,4.4242525,3.908122,2.7870169,20.4
137,7.7420597,7.3865027,4.6558347,4.2358375,4.5159073,3.7915387,20.55
138,8.481802,7.4657936,5.2706585,4.564669,4.086819,3.6305988,20.7
139,8.179447,7.846441,4.8334203,5.076797,4.297933,2.9098735,20.849999999999998
140,8.2024975,7.9007254,5.4310656,4.364263,3.2661846,2.1536827,21.0
141,8.436254,6.4364977,5.6456304,4.680515,4.224475,2.9602165,21.15
142,7.7531033,6.585613,4.0223975,4.287838,3.6749198,2.8461864,21.3
143,9.492889,7.971354,5.2419925,4.6277704,3.394749,3.0689738,21.45
144,8.069276,7.343893,5.078639,4.4212356,3.0496044,2.5028582,21.599999999999998
145,7.6588936,7.8021965,5.3223534,4.9061127,3.1227884,2.7748322,21.75
146,7.7792625,7.4308987,5.1196213,4.8893466,3.4392724,2.902188,21.9
147,7.6116877,8.350191,4.5221906,4.38369,4.561901,2.783306,22.05
148,7.607506,8.257687,5.125827,4.0639257,5.185513,2.8874037,22.2
149,8.269589,8.175295,4.7142406,4.5716615,3.538277,3.6077034,22.349999999999998
150,7.2729826,8.221417,5.3077154,4.858752,4.055956,3.2160382,22.5
151,7.654218,7.7656918,5.2899857,3.948573,4.509416,2.7809196,22.65
152,8.749447,7.8103456,4.8064713,4.1832323,4.497462,3.663306,22.8
153,9.025459,6.9966416,5.3130493,3.1954076,3.3207524,3.0785153,22.95
154,7.476222,7.7439137,5.2546215,4.612486,4.406141,3.2893386,23.099999999999998
155,9.034126,7.9553843,5.33374,4.3848743,3.17109,3.8661945,23.25
156,8.179885,6.832583,5.0504704,4.217319,3.4357576,2.8734164,23.4
157,9.001152,8.181519,5.29067,3.8071709,3.1801941,2.9093697,23.55
158,8.8245,7.7393904,4.9641566,4.5459437,3.8410025,3.5341403,23.7
159,8.56473,7.8515506,4.589353,4.4791846,3.557569,2.9739747,23.849999999999998
160,8.471876,8.226018,5.0432057,4.235506,3.4503353,3.4319105,24.0
161,9.333537,7.455758,5.167139,4.0611863,4.7136016,3.495563,24.15
162,8.714599,7.3894606,5.054594,4.256855,3.9871738,3.5984726,24.3
163,8.255595,8.116743,5.4793253,4.2369046,4.032865,2.9718518,24.45
164,8.513097,7.8187017,4.9397664,3.539611,3.5274599,2.8769288,24.599999999999998
165,8.912806,7.755122,5.809092,4.51371,3.324207,3.8602722,24.75
166,8.14282,8.180675,5.507524,3.588149,3.35143,3.9401226,24.9
167,9.096949,8.867308,4.228386,4.1725273,3.4550304,3.1945932,25.05
168,8.683108,7.723717,4.4215403,4.091663,3.038455,3.7213814,25.2
169,8.474514,7.0493135,5.356769,4.148688,3.9984274,3.3596683,25.349999999999998
170,8.329901,8.183271,5.411729,4.044962,3.6752498,3.8326855,25.5
171,8.363684,8.525506,5.083556,4.4716606,3.3500946,4.101399,25.65
172,8.643836,8.1074505,4.699323,4.550444,3.3382835,4.920582,25.8
173,8.927584,7.818368,4.7616887,4.672897,4.2908344,4.0634575,25.95
174,8.200868,8.169619,5.031874,4.0979266,3.3672109,4.553709,26.099999999999998
175,7.449181,7.7448673,5.3491764,3.939283,3.6988525,6.0777526,26.25
176,8.127226,8.252117,5.2408295,4.2893224,4.320951,4.469652,26.4
177,7.6223965,7.8561926,5.159695,4.649219,4.1974254,4.7224846,26.55
178,7.7547655,7.45543,5.20866,4.270214,4.689193,5.2884154,26.7
179,7.415473,7.872317,4.8504047,3.9290533,3.497361,5.351229,26.849999999999998
180,7.225565,7.7228074,5.258631,4.4636683,4.606764,4.1640997,27.0
181,7.880476,7.519744,5.2939873,4.0300136,3.9163158,3.9373503,27.15
182,7.7954473,8.448388,5.363714,3.9844546,5.085817,4.1234045,27.3
183,7.987256,7.6183825,5.644971,4.4617662,4.9399276,3.8350701,27.45
184,7.1915407,7.7086215,5.9074855,3.7180486,5.1172,3.9837065,27.599999999999998
185,6.899685,8.4375105,4.727309,3.9060187,4.3946176,2.4827485,27.75
186,7.4996514,8.540353,5.4312954,4.590574,4.6259713,3.0360265,27.9
187,8.234373,8.451122,4.146181,4.96872,5.031221,3.1841674,28.05
188,6.9451094,8.022743,4.4951525,4.281847,4.7029243,3.531263,28.2
189,7.4992266,9.070053,5.0507164,4.1576514,4.813833,4.2993994,28.349999999999998
190,8.408273,7.1668057,6.1145077,4.4099154,4.6204004,4.7927265,28.5
191,7.424123,7.9148583,6.2574525,4.628298,4.5406904,3.4986992,28.65
192,7.179315,7.888365,6.042414,4.389855,4.4586616,4.1285396,28.799999999999997
193,7.291519,8.235589,6.4367537,4.5509615,4.8959646,4.978653,28.95
194,7.0452876,7.4395847,5.6362557,4.0910125,3.909906,3.3911145,29.099999999999998
195,7.503627,6.9673243,5.4649644,3.8859172,3.8433397,4.8433084,29.25
196,7.1074204,7.894827,5.722988,4.5949354,4.558417,3.2416625,29.4
197,6.8596563,7.6708317,5.8336134,3.9314768,5.1510086,3.4584785,29.549999999999997
198,7.730315,7.6313686,5.3317432,4.079638,4.93635,3.0679083,29.7
199,7.302771,8.149985,5.48508,4.3181443,4.128038,3.95893,29.849999999999998
200,8.103116,7.686515,6.1136384,4.5949206,5.613696,4.06361,30.0
201,7.535994,7.7497196,5.532625,4.434873,3.5405574,3.0889084,30.15
202,7.54816,6.7573338,4.8361373,3.901416,4.4064946,3.2391832,30.299999999999997
203,8.190136,7.100734,4.3201423,3.6730335,4.1587257,3.2424407,30.45
204,7.8912945,7.9639297,4.4199734,3.875743,4.334222,3.6742618,30.599999999999998
205,8.35892,8.274944,5.092823,4.4542155,4.4074244,3.184937,30.75
206,7.104679,7.408631,5.044553,4.170658,3.4169774,2.928716,30.9
207,7.261633,7.1557374,5.245023,4.147873,3.5407326,3.362179,31.049999999999997
208,7.4513836,8.17027,4.8924985,4.2719197,3.328428,3.9528508,31.2
209,7.2541137,7.3667345,4.791981,4.3956513,3.791873,2.974703,31.349999999999998
210,7.621114,7.590967,4.007371,4.4250817,3.4341545,2.6963875,31.5
211,8.785955,7.527051,4.1552334,4.1344714,4.288649,3.5792136,31.65
212,7.0854254,8.118487,4.2902474,4.2750235,3.374282,2.9520788,31.799999999999997
213,7.789522,7.908614,4.2557425,4.700269,2.8490987,2.8358474,31.95
214,7.387957,8.574468,4.667942,4.2094345,4.0756044,2.6714098,32.1
215,8.887827,7.00654,4.2633376,3.9680152,3.9418552,3.7693894,32.25
216,7.777912,7.790763,4.34475,4.2941976,3.9828386,3.8643053,32.4
217,8.815111,7.9076233,4.548155,4.244856,3.7033417,3.682256,32.55
218,8.425867,7.807241,4.11005,4.6141562,3.8288178,4.109868,32.699999999999996
219,8.774994,6.724153,5.091508,4.6886454,4.239881,4.0522265,32.85
220,7.3447328,7.498009,5.017304,4.9747076,4.027105,4.2739563,33.0
221,7.8355174,8.7288885,4.209257,3.8299174,3.8527231,4.1395884,33.15
222,6.944789,7.464254,4.6393266,4.108283,4.196804,4.5342064,33.3
223,8.403598,8.304423,4.20091,4.598432,4.5909305,4.4816465,33.449999999999996
224,7.8138046,7.8579035,4.323619,4.307663,3.2212977,3.5398688,33.6
225,8.812239,7.9667163,4.309893,4.8041835,3.7669919,3.3787622,33.75
226,7.7093844,7.67446,4.6916857,4.7408266,3.58549,3.7260792,33.9
227,7.978549,7.6440196,3.6156824,4.704178,4.020838,4.3488946,34.05
228,8.923953,6.25902,4.3796563,4.2901945,4.5059915,5.1611814,34.199999999999996
229,8.615556,7.6052923,3.8997695,4.491263,4.382971,4.6678824,34.35
230,8.061572,6.587592,4.0181656,4.347963,3.8762689,4.7427635,34.5
231,7.9863033,6.758079,4.920204,4.102988,3.925173,3.7755613,34.65
232,7.0667877,7.039861,4.3825245,4.8634253,3.691405,4.7624855,34.8
233,8.323223,7.861338,4.0092716,4.422627,4.1635675,3.491871,34.949999999999996
234,8.800606,6.8699617,3.3681276,4.775938,4.124639,3.7508445,35.1
235,8.189056,8.14966,4.1464953,4.796176,4.57563,3.797768,35.25
236,9.039703,7.5975523,3.560246,4.9477663,3.8939106,4.027835,35.4
237,8.678371,7.7721024,4.7589974,4.357098,4.501053,4.869467,35.55
238,8.284523,7.6497655,4.888736,4.2208652,3.9068727,4.9438567,35.699999999999996
239,8.234858,6.8565884,4.3881755,4.663116,5.136632,4.266977,35.85
240,9.093918,7.148529,4.5472007,4.7349405,4.281226,4.942804,36.0
241,9.164717,6.8988266,4.558936,5.242493,4.117688,3.7491941,36.15
242,7.3676386,7.8570566,3.4993124,4.6985087,3.9544983,3.7476013,36.3
243,9.321656,8.126989,5.119696,4.764405,4.1824574,4.3702335,36.449999999999996
244,7.626147,7.0557265,4.5281405,4.649614,3.2715058,4.305545,36.6
245,7.9293156,8.389305,6.05949,4.622597,4.472503,4.12527,36.75
246,9.057848,7.520612,5.1375175,4.840096,4.320456,4.2260985,36.9
247,8.755356,7.3078675,4.709401,4.821418,3.4540153,5.2373652,37.05
248,8.117608,8.135425,5.4861155,4.246243,3.5301685,5.4231043,37.199999999999996
249,8.611112,8.127784,5.2941246,4.6334295,4.434334,3.9220073,37.35
250,8.87822,7.419517,4.1826,4.3428693,3.970457,4.0309057,37.5
251,7.68958,8.014453,4.855722,4.538315,3.7238846,4.0652246,37.65
252,8.644623,6.625399,4.188313,3.598133,3.8434815,5.683822,37.8
253,8.888443,7.651434,5.047729,3.4253922,3.7221715,4.2808237,37.949999999999996
254,7.620065,8.097338,4.43321,5.1974635,4.381902,4.1068583,38.1
255,8.351802,7.329247,4.1660633,4.9052577,4.0764914,4.654907,38.25
256,8.364716,8.038771,4.506028,4.490178,4.211984,4.0630713,38.4
257,8.803043,7.364862,4.992751,3.8148854,3.412677,5.3367496,38.55
258,9.085848,7.879941,4.214606,4.4738603,3.8033166,4.336078,38.699999999999996
259,8.147914,7.9594927,4.4422393,4.942384,4.291902,3.857031,38.85
260,7.8956413,8.123265,3.6340477,3.4323072,3.5937376,3.8954253,39.0
261,7.7281284,8.510961,5.403986,4.3157635,3.9467523,3.9566026,39.15
262,8.379828,7.5605173,4.346604,4.296748,3.7612903,4.062832,39.3
263,8.0070915,8.039282,3.53248,4.2034936,4.6352572,4.637112,39.449999999999996
264,7.612533,8.191385,4.6848154,4.645125,3.6980548,5.335742,39.6
265,8.8862505,7.8762746,4.9444447,4.673423,4.109619,4.312979,39.75
266,8.443768,7.168086,5.063259,4.429377,4.030325,5.0623436,39.9
267,7.34427,8.161175,4.0427456,4.344598,3.9592705,4.4564323,40.05
268,8.35705,8.289894,4.347343,4.805483,3.9300277,4.460882,40.199999999999996
269,8.130478,7.4372473,5.2343745,4.746697,4.1546907,3.9804852,40.35
270,8.479868,7.2435093,4.3202505,4.762725,4.426062,3.3255796,40.5
271,8.222852,8.065136,4.418663,4.3660493,3.1350617,3.2821407,40.65
272,7.925391,7.425127,4.0917397,4.5611362,3.8922372,3.7651155,40.8
273,8.396162,8.440407,4.2279525,4.558147,3.8153949,4.7040873,40.949999999999996
274,8.149351,7.484849,4.0131135,4.0878935,3.8892498,3.7249012,41.1
275,7.5801234,6.8496156,3.853792,5.124565,4.939483,4.919234,41.25
276,7.242112,8.367678,3.4674373,5.1009936,4.641,3.9997358,41.4
277,7.536678,7.796088,4.1509657,4.32939,3.894042,4.7501454,41.55
278,8.405308,7.2615047,3.3570313,4.5444593,3.9145522,4.0061574,41.699999999999996
279,8.1657,7.505074,4.6713514,4.0522175,4.0343366,4.9819727,41.85
280,7.6264324,7.2996683,3.6527398,4.1338725,4.594483,4.3904257,42.0
281,8.292744,7.910924,4.260447,4.7855062,3.9746418,3.1887875,42.15
282,8.815173,7.9041233,3.9099407,4.4094925,3.3392117,4.4081354,42.3
283,8.172431,7.674857,3.6040137,4.6550527,4.0818524,5.153107,42.449999999999996
284,9.140717,8.201946,3.6389043,4.6248026,3.9667811,4.645487,42.6
285,8.133982,7.7578573,3.667532,4.1758018,4.009986,3.7206545,42.75
286,9.463864,8.151718,3.8853788,4.797957,3.978973,4.0691295,42.9
287,8.963087,8.189025,3.6218114,5.0949154,3.939394,4.4715457,43.05
288,7.9965453,7.894393,3.9549823,4.3034916,3.501546,3.89367,43.199999999999996
289,8.889442,6.9518385,3.4536104,4.554415,4.4854236,3.9656758,43.35
290,8.495819,8.301098,3.9832911,4.5032177,4.4538255,3.7790773,43.5
291,8.053778,8.158494,5.086281,4.126986,3.7350197,3.984652,43.65
292,7.4279504,8.361322,4.9051533,4.3487062,3.349724,3.9908605,43.8
293,7.270963,7.5055175,3.2379422,3.8322284,3.9146705,4.599688,43.949999999999996
294,7.1142964,7.8200827,3.7291143,4.568975,3.9450865,4.8431053,44.1
295,7.922876,7.286331,3.8514228,4.3710513,4.36156,4.5546885,44.25
296,7.132614,7.376129,4.4442077,4.155553,4.776072,4.67529,44.4
297,8.323326,6.5177584,4.903694,4.9158254,3.7731795,4.116043,44.55
298,8.905635,7.5027227,5.7003584,4.2691617,4.0184703,3.7176814,44.699999999999996
299,8.773242,7.6853466,4.5293665,4.7349095,3.6484075,4.731054,44.85
300,8.98768,7.8874855,4.43893,4.9079366,3.6917892,3.8683057,45.0
301,7.704558,6.9450274,4.372385,3.995039,4.153273,3.8749168,45.15
302,8.503381,7.634964,4.801204,4.1257114,3.778163,3.7384353,45.3
303,7.8698826,7.8240767,4.7325044,4.505687,3.8918114,5.006063,45.449999999999996
304,8.072053,8.100471,3.7731078,4.8298335,4.525262,4.721528,45.6
305,8.842645,8.073606,4.1679616,4.2827506,4.380494,4.5102854,45.75
306,8.204997,7.3564534,4.083385,3.8474119,4.2434793,4.6662455,45.9
307,8.0001745,6.4389777,3.5586536,4.312958,3.7013226,3.6481485,46.05
308,7.6378384,6.5938883,5.4435844,4.72672,4.3367968,4.342802,46.199999999999996
309,8.375787,7.878805,4.5675597,4.2726865,4.6253495,4.7226977,46.35
310,7.9091163,7.8929086,5.070975,3.8609123,3.6951218,3.8848257,46.5
311,8.812179,7.316385,4.3268256,4.3997836,3.3089063,3.929478,46.65
312,8.8040285,8.249904,4.362597,3.9448848,3.8879032,4.4055886,46.8
313,8.351198,8.253623,4.5781097,4.9568214,4.047419,4.12117,46.949999999999996
314,8.186988,8.222744,4.1066284,4.804621,4.750269,4.8753777,47.1
315,9.408177,7.819458,4.2077737,4.4733953,3.759166,4.692684,47.25
316,7.888677,6.995816,4.518753,4.513002,3.8879087,4.642334,47.4
317,8.526677,8.010048,5.102246,4.4286513,4.361633,5.0966287,47.55
318,7.367885,7.303009,3.940264,4.462455,4.5020638,4.4516315,47.699999999999996
319,7.4031906,7.4835215,4.0116467,4.4186916,5.4942155,3.7044861,47.85
320,7.753546,7.520699,4.685623,3.7360554,4.6421947,4.46427,48.0
321,7.799676,8.171572,4.166066,4.7024603,3.9098086,3.86989,48.15
322,7.359324,6.2806053,3.4451368,3.7327204,4.1895313,3.91609,48.3
323,8.262409,7.902606,5.4949408,4.306881,3.414694,4.6886845,48.449999999999996
324,7.776218,7.6284623,5.0902767,4.1848974,4.019581,4.702565,48.6
325,8.527477,7.239023,4.128746,4.633164,4.0363264,4.3392367,48.75
326,7.6268663,7.9501047,4.4796457,4.3960958,4.453437,5.313492,48.9
327,7.794451,6.9862967,4.198412,4.8294845,3.385763,3.3173003,49.05
328,7.6485558,8.367809,4.4518027,4.312019,3.0074966,4.0236526,49.199999999999996
329,7.8112164,7.5472603,4.70539,4.209676,3.0728416,4.6202016,49.35
330,7.9583497,7.2441344,3.568362,4.3315177,4.0090938,5.2994676,49.5
331,7.7961016,6.829519,3.942264,4.3605757,3.464755,4.175152,49.65
332,8.816532,5.5326657,3.9192665,4.81672,3.634068,4.422154,49.8
333,7.2956715,7.550624,3.7723746,4.2392945,3.7377021,4.913741,49.949999999999996
334,7.2255273,6.911641,3.9486852,4.847326,3.632293,4.2988257,50.1
335,7.1706467,7.670698,4.147071,4.682192,4.3766146,4.862471,50.25
336,7.254212,7.6698065,3.6270974,4.3204365,3.4641886,4.282415,50.4
337,6.8859396,7.3231125,3.4811082,4.771066,3.8867176,3.8251698,50.55
338,7.840722,7.5730076,3.9534285,4.4293075,3.6693673,4.6611176,50.699999999999996
339,7.4581165,7.115322,3.3029928,4.6283617,3.754228,4.673064,50.85
340,7.814893,6.8012924,3.7851868,4.8624206,4.062385,4.24997,51.0
341,7.612333,7.27234,3.4013467,4.7784004,3.797568,5.1448917,51.15
342,7.4638844,8.108841,3.9557247,4.4929934,3.5394576,4.9430766,51.3
343,7.8875256,7.6023808,3.8914747,4.5495234,3.9790633,5.684531,51.449999999999996
344,7.69294,7.7596054,2.4847543,3.8492465,3.8982062,5.1482496,51.6
345,7.303172,6.9966335,3.1282,4.076312,3.655159,4.7379518,51.75
346,7.393761,7.749937,2.4481862,4.392305,4.3289566,5.239457,51.9
