,S1a,S1b,S2a,S2b,S3a,S3b,time
39,1.6563706,1.720425,15.590697,16.455544,15.671537,9.1883745,5.85
40,1.7734852,1.7137729,16.423203,17.43198,14.863032,9.671598,6.0
41,1.6730676,1.6331043,16.250507,14.88755,13.605746,10.358301,6.1499999999999995
42,1.8130804,1.764519,16.259708,15.191048,13.060043,10.730904,6.3
43,1.6291869,1.8005612,15.975133,12.939131,15.311341,10.783653,6.45
44,1.5992365,1.6360261,17.241907,10.107766,14.903087,10.388989,6.6
45,1.8416018,1.938441,17.306904,11.626397,12.375765,10.530344,6.75
46,1.7154516,1.6751602,17.747885,15.875095,13.082388,10.163145,6.8999999999999995
47,1.6852783,1.8335304,15.900273,13.815187,13.803478,9.544296,7.05
48,1.7260888,1.819056,16.339573,17.98056,13.650737,11.531406,7.199999999999999
49,1.7509401,1.7470151,17.69377,19.508484,14.504355,8.535829,7.35
50,1.9838686,1.778596,15.260359,15.924133,12.520007,9.29371,7.5
51,1.7411768,1.7076379,16.956669,15.781094,14.045967,8.437358,7.6499999999999995
52,1.8435068,1.6446872,15.409494,13.248825,12.222168,9.838709,7.8
53,1.7349166,1.7914925,16.695713,15.812777,14.75622,9.7928295,7.949999999999999
54,1.7407929,1.773733,17.438633,14.009923,11.061842,12.94298,8.1
55,1.9687071,1.684607,14.448935,11.089601,12.310816,10.987036,8.25
56,1.9202,1.7905568,16.98262,17.267391,14.081144,13.09678,8.4
57,1.6550208,1.7772722,15.677552,16.891592,13.088879,14.023596,8.549999999999999
58,1.7528166,1.716655,17.806444,12.573698,11.133715,11.375865,8.7
59,1.8291919,1.7650146,18.374178,7.511365,11.64996,12.522741,8.85
60,1.7060316,1.6678017,17.009426,12.67666,13.341098,11.583508,9.0
61,1.6076,1.8114307,16.983168,14.188211,14.699589,12.490246,9.15
62,1.8127717,1.7676003,17.628975,12.905844,14.999853,10.4505205,9.299999999999999
63,1.7068968,1.8311594,17.412466,15.036684,15.184099,10.193177,9.45
64,1.9226433,1.7599661,16.147186,17.220467,14.189926,11.2742605,9.6
65,1.8187798,1.8032334,16.733738,12.654042,14.588039,10.044656,9.75
66,1.9808816,1.7465024,14.812891,15.765343,14.0267515,9.066055,9.9
67,1.6301787,1.8307961,18.072758,15.107622,15.265179,10.772606,10.049999999999999
68,1.8046628,1.7740732,16.304688,14.314224,17.001919,12.892693,10.2
69,1.8375571,1.6698284,12.688895,15.208691,14.995886,11.770479,10.35
70,1.7858424,1.640973,15.84111,13.99696,14.530272,11.970636,10.5
71,1.7039574,1.7382469,16.682056,14.593962,15.604848,11.089535,10.65
72,1.712827,1.7304157,17.926886,13.70736,16.33078,10.566033,10.799999999999999
73,1.765351,1.7206603,18.787926,13.858744,14.352532,10.662933,10.95
74,1.8837346,1.8797865,16.716366,16.590471,16.506363,10.517912,11.1
75,1.6366125,1.7254878,11.595559,14.240484,15.496536,10.399586,11.25
76,1.7646389,1.8010602,11.994319,16.680763,15.697237,9.378459,11.4
77,1.6994197,1.7686396,14.678468,15.999607,15.381442,9.929327,11.549999999999999
78,1.7778625,1.718167,16.983644,15.135555,16.627247,9.042104,11.7
79,1.6895742,1.817812,18.304985,16.314022,17.914997,9.149883,11.85
80,1.6936058,1.7119312,17.597439,14.951476,16.14104,9.142831,12.0
81,1.6364509,1.6718452,17.488071,15.508986,17.06011,10.373984,12.15
82,1.9131446,1.8557583,15.490841,16.560495,19.015896,10.762846,12.299999999999999
83,1.7532566,1.7509058,16.465408,14.814171,19.075932,9.215288,12.45
84,1.8429114,1.582775,15.086004,13.834287,17.496761,9.984917,12.6
85,1.6452942,1.7950839,18.762985,16.796543,18.22845,13.153643,12.75
86,1.731561,1.842239,18.199238,14.799819,16.87746,11.415035,12.9
87,1.8402398,1.7541072,18.822065,13.683901,15.770911,9.868077,13.049999999999999
88,1.7627703,1.8494403,18.390524,16.256306,18.615753,9.621384,13.2
89,1.855659,1.7366571,16.849781,16.225092,17.132397,10.462963,13.35
90,1.708982,1.972649,14.483274,14.898363,18.480448,11.857052,13.5
91,1.8320763,1.746342,10.701962,18.5032,19.320768,11.247006,13.65
92,1.7473772,1.6535304,12.826075,17.317183,17.713678,11.468368,13.799999999999999
93,1.8133842,1.8387058,13.603596,17.000294,18.400578,11.01592,13.95
94,1.7071893,1.77661,17.397013,17.993374,17.140875,10.52071,14.1
95,1.9096482,1.7661366,18.437263,18.598787,16.95122,10.954881,14.25
96,1.9208168,1.6820464,15.97273,19.875423,17.525948,11.998807,14.399999999999999
97,1.7614967,1.8216436,16.199432,19.158749,14.191941,10.289301,14.549999999999999
98,1.778524,1.6254896,10.458608,16.563978,16.619152,11.047372,14.7
99,1.7306466,1.939898,12.963259,17.986874,17.599808,10.056048,14.85
100,1.6709274,1.7332284,15.562244,18.676935,14.7366905,14.942921,15.0
101,1.8420099,1.8170482,13.6315155,18.436996,16.832483,11.640694,15.149999999999999
102,1.8030839,1.7098532,9.283241,17.544186,17.754944,11.099749,15.299999999999999
103,1.8173561,1.8185161,9.188893,17.654757,18.224585,9.453657,15.45
104,1.7117046,1.60869,13.231868,16.66311,12.790646,7.8036957,15.6
105,1.7628987,1.9429384,10.48231,18.144491,15.169686,9.353882,15.75
106,1.7577623,1.7873044,12.5092745,19.66584,15.176974,12.734351,15.899999999999999
107,1.7221167,1.7455466,11.110367,21.573906,15.372421,10.120415,16.05
108,1.682255,1.7371593,10.23024,21.058561,15.252449,9.664367,16.2
109,1.8714795,1.9864342,10.097525,20.76541,15.15079,11.348761,16.349999999999998
110,1.612346,1.8589511,10.367241,20.703415,17.425686,12.695769,16.5
111,1.6251589,1.7643273,13.403205,20.06112,19.310606,12.689869,16.65
112,1.9426031,1.8913844,13.227582,20.203478,16.219158,12.116322,16.8
113,1.9492124,1.8344507,13.69059,20.223087,16.804123,10.480781,16.95
114,1.651202,1.672049,12.11022,20.815851,16.804619,9.435294,17.099999999999998
115,1.7905849,1.9794614,13.784157,20.279854,16.604086,13.07929,17.25
116,1.7315592,1.6892655,12.670039,18.56351,16.838726,10.64679,17.4
117,1.9744184,2.1569505,13.132898,19.552391,15.156537,11.65512,17.55
118,1.7225815,1.5539485,11.889799,17.61955,15.721664,11.858246,17.7
119,1.8292499,1.7348398,11.765198,18.197481,16.47991,11.801558,17.849999999999998
120,1.856386,1.8337154,13.566792,18.53944,16.086338,10.1387825,18.0
121,1.749788,1.8003969,14.542614,18.581573,17.034151,10.120062,18.15
122,1.6810088,1.6579534,15.856754,19.025341,15.482956,11.462506,18.3
123,1.7347728,1.748075,14.283779,16.868473,16.052158,11.343008,18.45
124,1.7200129,1.9175515,13.880511,17.918808,15.069908,9.675437,18.599999999999998
125,1.6700101,1.7481083,14.10512,19.034554,14.892353,11.541349,18.75
126,1.6775845,1.8459319,13.650549,19.871994,16.755781,10.09021,18.9
127,1.7379661,1.7104166,14.130362,18.233145,14.171029,10.708258,19.05
128,1.7276201,1.8074824,14.53047,20.064981,15.59785,10.528966,19.2
129,1.779378,1.7633015,14.086987,19.343878,15.131388,10.034576,19.349999999999998
130,1.6847703,1.7720454,14.140385,20.516438,16.717876,9.90657,19.5
131,1.6164225,1.7895308,13.625137,19.834564,15.185046,10.440036,19.65
132,1.8132305,1.641829,15.542204,18.4805,16.072632,9.613193,19.8
133,1.6842837,1.9664646,15.081887,19.911266,13.388405,10.681296,19.95
134,1.7875141,1.6814978,15.237556,20.358852,16.483648,10.032768,20.099999999999998
135,1.7075508,1.726743,15.032076,19.17423,13.765169,9.622782,20.25
136,1.7751299,1.7755103,13.582678,19.858944,15.866089,10.143423,20.4
137,1.702867,1.7940223,14.030172,20.590412,14.820389,10.457699,20.55
138,1.9018748,1.6425643,14.157122,18.916931,16.56409,10.45521,20.7
139,1.9048314,1.7317115,13.8252535,17.925188,15.335661,10.481144,20.849999999999998
140,1.7084012,1.8021299,13.896619,14.7365055,14.489084,10.4156065,21.0
141,1.7042845,1.7815071,15.35803,16.424349,14.2324915,9.953963,21.15
142,1.6955065,1.7576227,16.08511,16.80089,11.9471,9.3267,21.3
143,1.917321,1.8663611,15.699305,16.529057,14.588747,9.410752,21.45
144,1.7488291,1.6766286,15.039233,15.891689,14.0991955,9.749981,21.599999999999998
145,1.9284154,1.7504692,11.94479,15.630111,12.639425,9.018002,21.75
146,1.8963785,1.7523806,13.280391,14.942568,15.140888,9.57142,21.9
147,1.8506835,1.6770464,13.712959,15.629176,15.134444,9.180402,22.05
148,1.8165855,1.6979308,13.858545,13.346968,14.341833,9.75624,22.2
149,1.7864711,1.6791167,13.810042,18.26204,16.240978,9.584824,22.349999999999998
150,1.7171094,1.7007172,12.673408,14.15958,15.640383,8.193615,22.5
151,1.8103762,1.6871351,12.4562025,17.944592,14.621578,10.50047,22.65
152,1.761616,1.5321995,10.767153,12.381259,13.752453,11.481458,22.8
153,1.7237835,1.7483928,13.545585,15.75786,12.701027,9.07429,22.95
154,1.9118617,1.7594881,11.344938,17.97417,14.024113,9.317144,23.099999999999998
155,1.7876661,1.6533095,12.645484,16.168217,15.808908,9.163228,23.25
156,1.7775108,1.74929,12.851471,16.251194,14.774879,10.330342,23.4
157,1.9083838,1.7574832,11.977905,15.693172,13.860531,9.418034,23.55
158,1.6949863,1.6311648,10.862664,15.077913,16.735327,10.836693,23.7
159,1.7325749,1.8112994,11.256333,13.84719,15.005673,10.717429,23.849999999999998
160,1.7195827,1.7007096,11.429191,13.367419,15.2941885,10.543917,24.0
161,1.7173482,1.5711317,12.869261,13.487579,15.900091,9.982128,24.15
162,1.8094695,1.7276354,13.605524,14.443589,14.376737,11.201445,24.3
163,1.6683697,1.6587733,13.316135,14.051512,14.207556,8.6940975,24.45
164,1.8632953,1.8086298,15.171212,16.589287,14.188326,10.349686,24.599999999999998
165,1.5679023,1.8510559,14.52981,16.232464,15.050135,9.254034,24.75
166,1.6287813,1.7015642,15.27451,13.142323,18.7428,11.5083065,24.9
167,1.5918984,1.7388748,13.922652,15.2776,14.480964,9.682022,25.05
168,1.9854255,1.8203061,13.290333,15.112191,14.001387,10.469023,25.2
169,1.6624986,1.7334837,12.678128,16.90823,16.233198,10.451879,25.349999999999998
170,1.79443,1.8068995,14.2090845,15.717318,15.64543,10.650601,25.5
171,1.6949139,1.7274023,12.782114,14.096421,14.453047,10.321693,25.65
172,1.765971,1.7562097,11.772609,17.619465,14.465492,10.353136,25.8
173,1.7064093,1.754518,12.989535,13.1397915,14.29881,10.236096,25.95
174,1.8846542,1.7956336,12.7632,14.200403,15.349799,10.412214,26.099999999999998
175,1.7532324,1.7021298,12.457144,13.070169,14.45653,10.092627,26.25
176,1.7800473,1.6618516,12.493866,15.76351,15.358608,9.9886,26.4
177,1.812757,1.8044728,12.402834,13.60358,13.561333,11.080909,26.55
178,1.8143951,1.8250216,12.786854,14.7641,15.178676,10.975966,26.7
179,1.7307698,1.7621739,15.527477,15.526575,13.86012,11.371039,26.849999999999998
180,1.8097091,1.7714791,13.884962,14.12241,15.022902,11.40143,27.0
181,2.0075078,1.7678713,15.7087555,19.612036,12.394582,8.982443,27.15
182,1.721641,1.791856,15.4372635,19.70182,13.854627,10.577273,27.3
183,1.7793512,1.6263394,15.576463,16.91607,13.606882,9.331079,27.45
184,1.779702,1.8636739,15.083365,16.952007,13.521352,10.984296,27.599999999999998
185,1.739806,1.6400731,13.907249,17.302876,12.9919615,10.955726,27.75
186,1.724996,1.6698725,14.343501,17.733707,14.485345,11.348186,27.9
187,1.7707438,1.6875315,15.565542,17.32066,15.831427,10.447405,28.05
188,1.8467224,1.6725541,11.943593,16.625881,13.99516,10.550051,28.2
189,1.701504,1.6000562,12.122545,19.080465,15.769777,8.860918,28.349999999999998
190,1.755821,1.8388627,13.58163,17.18494,14.021662,9.026367,28.5
191,1.7284174,1.7854452,13.380217,17.263004,16.830872,10.447138,28.65
192,1.7505699,1.814552,12.975415,17.695099,13.864112,9.489447,28.799999999999997
193,1.9071462,1.6200693,13.196039,18.934113,12.275551,10.549327,28.95
194,1.7333925,1.9841712,12.509558,19.8689,12.768156,10.673426,29.099999999999998
195,1.8725408,1.8603678,11.413363,19.327805,13.567989,9.999417,29.25
196,1.7472826,1.7683077,14.549218,19.471306,12.285128,11.621313,29.4
197,1.9489025,1.8124067,11.261776,17.025753,14.347438,12.232445,29.549999999999997
198,1.6373764,1.7690748,12.024723,14.3277,12.969161,9.776514,29.7
199,1.7165835,1.685904,13.813486,13.425689,14.066477,10.2343235,29.849999999999998
200,1.7560501,1.7812191,14.409219,15.739843,10.707701,11.332821,30.0
201,1.7961473,1.6821139,12.527885,16.757034,13.758425,10.781858,30.15
202,1.7354927,1.9167717,12.7006645,16.412703,15.960523,10.104807,30.299999999999997
203,1.8442905,1.5833106,7.686829,18.181675,16.697092,11.262949,30.45
204,1.7590287,1.6638799,10.1344185,18.338398,17.045486,10.723759,30.599999999999998
205,1.9070863,1.8227601,9.083197,19.028133,14.983494,9.55876,30.75
206,1.637562,1.7715658,7.6807213,17.055168,12.924742,9.7813425,30.9
207,1.9221239,1.6830398,7.9131165,15.214132,14.360391,11.302375,31.049999999999997
208,1.8433826,1.8729461,7.5081296,15.215132,16.393845,10.847845,31.2
209,1.6757762,1.7442404,8.174595,12.746414,12.826881,11.348176,31.349999999999998
210,1.8149056,1.6528894,9.578489,15.11756,12.505835,12.044336,31.5
211,1.7813872,1.7345673,10.09063,14.399742,13.891759,9.979104,31.65
212,2.022719,1.6915034,7.060708,14.241017,12.985271,11.110224,31.799999999999997
213,1.8584812,1.6367657,8.076354,13.637756,13.330925,10.788612,31.95
214,1.8128222,1.7507548,8.01832,15.707854,11.640011,9.895361,32.1
215,1.7581656,1.6576216,8.946942,13.323061,12.246226,10.630587,32.25
216,1.6072522,1.6997749,8.220794,14.880402,9.703058,12.405952,32.4
217,1.7250926,1.9060285,7.866308,14.260071,11.089997,11.00465,32.55
218,1.8518127,1.7706095,9.810361,15.580126,17.746475,11.567114,32.699999999999996
219,1.8580472,1.6884614,9.679739,17.200798,13.843826,10.159913,32.85
220,1.708775,1.6620455,10.231261,13.529029,14.731691,9.383498,33.0
221,1.6877203,1.6635602,8.087202,16.232555,14.667749,9.421816,33.15
222,1.6652703,1.7475426,10.48717,14.583263,13.217546,9.903794,33.3
223,1.7566592,1.7544413,7.027306,14.229177,14.732243,9.836054,33.449999999999996
224,1.9138017,1.8460505,9.847251,15.22809,14.212114,9.287818,33.6
225,1.7770019,1.8162928,12.458513,16.884481,16.03767,9.83416,33.75
226,1.6678972,1.8505656,9.931425,15.383811,16.243126,9.400412,33.9
227,1.659682,1.7568424,10.294979,14.792093,17.75757,10.4550705,34.05
228,1.8466284,1.8727702,11.11423,16.237154,15.534659,9.679314,34.199999999999996
229,1.684185,1.8186617,10.075428,14.67584,17.044891,10.617634,34.35
230,1.6916789,1.7901783,6.7003784,13.092783,13.148828,8.850026,34.5
231,1.8957238,1.7173407,5.897786,15.504556,16.65476,9.939177,34.65
232,1.6241505,1.9429381,9.501022,15.272647,12.939563,9.240834,34.8
233,1.7878602,1.9239028,10.290497,16.894304,13.585064,9.189247,34.949999999999996
234,1.8070095,1.7007818,7.9652267,15.236385,12.798747,12.02956,35.1
235,1.658663,1.9572412,9.027365,13.419505,15.434236,10.483428,35.25
236,1.8191044,1.8210056,8.134001,16.057335,13.305061,11.628277,35.4
237,1.6991639,1.8457509,8.40865,14.68833,16.775728,11.783073,35.55
238,1.8989302,1.8256468,8.9035845,15.75234,15.978388,10.710907,35.699999999999996
239,1.9973383,1.7684708,8.334532,16.47882,16.946728,10.1563225,35.85
240,1.8005514,1.7880144,11.18681,15.957548,17.314259,10.257835,36.0
241,1.8897761,1.8732207,11.338947,15.235209,16.263504,10.198403,36.15
242,1.9514285,1.6154101,11.401863,18.207918,17.065409,10.167912,36.3
243,1.9167578,1.6086953,10.755804,18.38929,14.851631,9.92317,36.449999999999996
244,1.7616134,1.7760712,11.714587,15.662727,16.777006,10.122316,36.6
245,1.6685891,1.7398179,11.1314,16.863695,20.403416,10.470903,36.75
246,1.6369708,1.7314856,10.737942,14.907145,12.925353,10.104785,36.9
247,1.6589398,1.7548536,12.257924,14.9567375,16.895594,9.006488,37.05
248,1.9587336,1.7036204,12.148708,16.150028,16.124237,7.3582087,37.199999999999996
249,1.9124521,1.8362403,12.295285,12.789175,15.074999,9.210301,37.35
250,1.8809592,1.7141881,11.769637,14.240608,15.461538,9.081205,37.5
251,1.8728985,1.6915355,13.3041935,16.952702,16.548267,8.909689,37.65
252,1.7001388,1.7718102,15.731549,17.065298,16.593582,9.263879,37.8
253,1.7171682,1.847048,17.695028,14.909768,15.465187,8.4967785,37.949999999999996
254,1.8199928,1.8127776,17.429768,15.009768,14.0234995,9.151328,38.1
255,1.7234074,1.8247867,14.163155,15.715277,12.681623,9.443085,38.25
256,1.6833276,1.6525544,16.791618,16.126585,12.976255,8.586108,38.4
257,1.7868817,1.6919086,16.269238,13.710996,14.064317,9.4560795,38.55
258,1.6216221,1.6861703,13.778081,16.357624,15.80873,11.836177,38.699999999999996
259,1.8030292,1.6845539,16.355955,18.719872,15.831367,11.563891,38.85
260,1.815183,1.8429263,15.664592,16.202328,15.416796,10.14286,39.0
261,1.7047232,1.6994207,15.998144,16.413086,11.658832,12.123905,39.15
262,1.9301298,1.7495573,11.1941395,16.266829,11.485676,11.802482,39.3
263,1.66552,1.7366471,11.814847,17.418297,11.74132,10.603319,39.449999999999996
264,1.6041976,1.6675543,13.646612,17.816404,18.485628,11.210509,39.6
265,1.8858467,1.8094648,13.241614,16.079895,17.1365,10.185848,39.75
266,1.6292396,1.7638948,9.949983,16.95624,12.59005,9.819043,39.9
267,1.7047821,1.7884004,11.157095,16.290197,9.437015,11.568755,40.05
268,1.7916331,1.8336679,12.616888,14.436306,11.293737,13.504153,40.199999999999996
269,1.800323,1.824277,11.8557205,16.95477,10.969446,10.182094,40.35
270,1.8616372,1.9686556,12.216401,15.15854,12.970291,9.638244,40.5
271,1.640203,1.6141675,9.046864,17.100723,11.102381,11.900121,40.65
272,1.6782457,1.81618,10.608324,15.40287,12.2194395,11.234199,40.8
273,1.6622243,1.7875793,12.635961,16.571424,10.8626375,9.008417,40.949999999999996
274,1.7158502,1.6279576,12.296335,18.138577,14.901285,13.190869,41.1
275,1.6769588,1.6976975,13.773767,15.579962,16.857384,14.502984,41.25
276,1.8627928,1.6195471,11.0259,17.658731,12.257046,12.95453,41.4
277,1.7360144,1.7618443,11.239744,14.930719,16.86664,11.752388,41.55
278,1.8198651,1.8922948,11.454494,14.97097,18.335278,14.199169,41.699999999999996
279,1.7250724,1.7387527,10.832553,15.008242,17.600641,14.659264,41.85
280,1.8161745,1.6640959,13.41151,17.847946,18.06637,12.251991,42.0
281,1.8635522,1.7557623,11.04838,15.141382,17.930984,14.055531,42.15
282,1.7368839,1.7319329,12.798704,16.527481,19.831749,13.46591,42.3
283,1.6986638,1.7512447,11.146151,16.449835,16.891981,13.686441,42.449999999999996
284,1.667769,1.8131177,12.546532,17.308596,20.229807,13.213687,42.6
285,1.7080078,1.7220999,14.630293,15.158757,16.920933,13.107979,42.75
286,1.725228,1.785021,11.760055,15.064785,17.922684,12.54361,42.9
287,1.7868764,1.6812222,14.547594,15.062353,18.588114,15.451479,43.05
288,1.7522262,1.748353,12.305815,14.043436,19.09314,11.390771,43.199999999999996
289,1.8685095,1.7301248,14.046904,14.521019,15.192366,13.366555,43.35
290,1.8800178,1.708553,13.367906,14.0882,18.891438,12.652988,43.5
291,1.8026036,1.855494,12.25671,12.628327,13.814429,11.792225,43.65
292,1.7496563,1.7643247,12.229375,14.8783245,15.03503,10.379126,43.8
293,1.855986,1.6446793,9.611213,15.825794,11.983112,12.234091,43.949999999999996
294,1.8313336,1.7757537,11.32578,15.738609,15.455199,14.549614,44.1
295,1.7064131,1.928369,11.973978,16.010302,13.359556,11.230706,44.25
296,1.6218612,1.7841902,12.217273,17.426226,11.941036,9.400266,44.4
297,1.8011583,1.8414217,13.926606,20.610722,10.878361,10.877952,44.55
298,1.6874136,1.6898549,11.524065,16.228745,14.022731,13.735372,44.699999999999996
299,1.7581155,1.8049556,12.344826,18.097523,15.737144,12.122983,44.85
300,1.7268437,1.7108128,10.483199,16.666672,14.120154,12.195978,45.0
301,1.697107,1.8379123,10.972998,15.907528,11.367834,11.279511,45.15
302,1.6664553,1.891322,9.9508505,16.466377,13.64654,11.060619,45.3
303,1.6341784,1.7503967,12.040232,14.632025,13.4426,9.096997,45.449999999999996
304,1.6348146,1.7263879,11.457779,13.038904,14.131795,10.089977,45.6
305,1.6671659,1.7383363,11.358062,13.744377,11.912856,10.744666,45.75
306,1.7207215,1.7616688,11.643151,12.888327,10.886964,12.514786,45.9
307,1.7740501,1.6427798,10.000859,14.231883,11.999255,11.934091,46.05
308,1.7630327,1.6518586,10.372808,14.197965,10.339031,10.410511,46.199999999999996
309,1.6871613,1.8139644,11.659522,15.157094,12.874105,12.0791645,46.35
310,1.6391264,1.7422857,9.969502,14.400416,11.462317,10.928713,46.5
311,1.7548325,1.6599293,9.531903,13.594658,16.396433,11.245075,46.65
312,1.7233479,1.8021269,8.947627,13.74822,16.736113,11.038222,46.8
313,1.7988025,1.7668175,10.796715,16.013287,17.605118,13.277208,46.949999999999996
314,1.7393396,1.7417508,8.850441,13.819706,15.728304,11.92696,47.1
315,1.6708336,1.6153636,9.760931,12.202931,13.115129,12.095136,47.25
316,1.7676859,1.7707326,9.6442175,15.02441,12.421688,13.116822,47.4
317,1.704845,1.744597,11.577424,12.496782,15.658026,12.039288,47.55
318,1.7866808,1.6632998,11.401457,12.472028,17.311989,10.389052,47.699999999999996
319,1.7018702,1.7352109,10.066494,14.841831,15.951852,12.177961,47.85
320,1.6769228,1.8292739,9.997616,14.113412,17.084276,11.749125,48.0
321,1.7459733,1.8071275,10.937645,14.35462,11.746317,10.718882,48.15
322,1.6655209,1.6759524,13.98943,12.38162,11.920129,10.244518,48.3
323,1.8250372,1.8153089,11.065845,15.295204,13.223219,13.073301,48.449999999999996
324,1.786185,1.7834173,10.941096,22.01617,11.760717,9.811278,48.6
325,1.6825081,1.8260182,10.659252,18.557064,11.234545,9.810087,48.75
326,1.6905005,1.7154131,14.8095875,19.671772,13.301798,10.901952,48.9
327,1.7979419,1.6696252,12.270569,20.390818,12.489016,12.134166,49.05
328,1.7190721,1.7812635,11.928839,19.582804,10.033908,10.522017,49.199999999999996
329,1.7649779,1.7660354,10.053875,18.705776,10.586804,10.563913,49.35
330,1.7448204,1.669486,11.892637,19.650063,9.049799,8.984643,49.5
331,1.6303012,1.685822,9.710587,17.47237,14.037935,12.003603,49.65
332,2.05336,1.7286015,12.0466795,18.40736,8.859384,10.809599,49.8
333,1.6620613,1.7143996,12.253207,19.648142,9.700573,10.8257475,49.949999999999996
334,1.6553128,1.8510761,13.116167,15.944871,9.985536,11.279048,50.1
335,1.8599142,1.7044208,12.976724,17.169245,9.040644,11.343567,50.25
336,1.8682783,1.7137666,14.207329,17.97449,10.7417345,10.095353,50.4
337,1.7603244,1.7849832,13.839828,19.235163,9.056734,9.704909,50.55
338,1.7114323,1.8028197,12.0797205,18.20562,9.467954,11.991831,50.699999999999996
339,1.7374408,1.5479274,13.278693,17.789118,11.914146,9.217071,50.85
340,1.8194804,1.8638326,12.138251,17.4635,11.422339,10.524344,51.0
341,1.7170907,1.7078294,11.129177,15.910029,10.778149,10.99709,51.15
342,1.8430847,1.8219323,10.846292,18.81428,11.370005,10.326765,51.3
343,1.6551671,1.7982194,15.743218,16.512133,9.965969,10.13694,51.449999999999996
344,1.8975271,1.8670655,13.014715,17.285114,10.404667,9.724496,51.6
345,1.7584217,1.7304229,12.316409,19.61317,11.31228,11.827613,51.75
346,1.76564,1.6815151,12.783081,16.216167,11.558628,11.780489,51.9
347,1.5777848,1.7211026,13.704757,14.821148,13.627435,8.568008,52.05
348,1.7311132,1.7009921,9.820336,15.615024,11.553468,9.575526,52.199999999999996
349,1.7890809,1.7756221,12.008409,14.727283,9.0164385,10.759248,52.35
350,1.862806,1.8984108,8.621791,15.44652,12.20612,10.508405,52.5
351,1.8213462,1.7072022,9.58048,16.97518,13.353562,10.14676,52.65
352,1.8252461,1.7044092,13.7961445,19.074938,12.6924305,9.835991,52.8
353,1.7438474,1.8780578,11.573176,18.063942,12.047944,10.30242,52.949999999999996
354,1.5863155,1.7717558,12.719282,19.556324,12.0497,11.027319,53.1
355,1.8163195,1.6526444,12.82679,16.67359,12.136889,11.472704,53.25
356,1.6817842,1.6988682,11.166116,16.89839,13.142032,10.4953,53.4
357,1.7072012,1.695425,11.266315,17.17464,12.78031,10.352572,53.55
